"cig";"cig_accordo_quadro";"numero_gara";"oggetto_gara";"importo_complessivo_gara";"n_lotti_componenti";"oggetto_lotto";"importo_lotto";"oggetto_principale_contratto";"stato";"settore";"luogo_istat";"provincia";"data_pubblicazione";"data_scadenza_offerta";"cod_tipo_scelta_contraente";"tipo_scelta_contraente";"cod_modalita_realizzazione";"modalita_realizzazione";"codice_ausa";"cf_amministrazione_appaltante";"denominazione_amministrazione_appaltante";"sezione_regionale";"id_centro_costo";"denominazione_centro_costo";"anno_pubblicazione";"mese_pubblicazione";"cod_cpv";"descrizione_cpv";"flag_prevalente"
"000745580D";"";"11705";"APR15153-ADEGUAMENTO DELLA RETE DI TRASPORTO GAS NATURALE LOC.SAN GIUSEPPE (PIACENZA)";"318426.0";;"APR15156-ADEGUAMENTO DELLA RETE DI TRASPORTO GAS NATURALE LOC.SAN GIUSEPPE (PIACENZA)";"318426.0";"FORNITURE";"ATTIVO";"SETTORI SPECIALI";"";"";"2007-02-23";"2007-03-12";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000169574";"00811720580";"ENEL - SPA";"SEZIONE REGIONALE CENTRALE";"B7B7DD8D-01A8-4A5C-888A-33035833B20A";"ENEL SPA-ACQUISTI E SERVIZI-APR-AGIM";"2007";"2";"40000000-2";"ELETTRICITÀ, GAS, ENERGIA E COMBUSTIBILI NUCLEARI, VAPORE, ACQUA CALDA ED ALTRE SORGENTI DI ENERGIA.";"1"
"0009750DF0";"";"15013";"PROCEDURA DI GARA PER LA FORNITURA DI PRODOTTI PER MEDICAZIONE. PERIODO MESI 48.";"1255442.0";;"CEROTTI IN TELA";"13333.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-28";"2007-04-18";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000246591";"95501020010";"A.O.U. SAN LUIGI DI ORBASSANO";"SEZIONE REGIONALE PIEMONTE";"EE0A5A3A-E0D0-4599-8EC5-5FB1FD9837C2";"PROVVEDITORATO";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"0007226B12";"";"11380";"LAVORI URGENTI DI RIPRISTINO DELLA FUNZIONALITÀ DEGLI IMPIANTI ELETTRICI DELLA GALLERIA DI CERESOLE REALE LUNGO LA EX S.S. N. 460 DI CERESOLE REALE ALLA PROG. KM. 62+890.";"70000.0";;"LAVORI URGENTI DI RIPRISTINO DELLA FUNZIONALITÀ DEGLI IMPIANTI ELETTRICI DELLA GALLERIA DI CERESOLE REALE LUNGO LA EX S.S. N. 460 DI CERESOLE REALE ALLA PROG. KM. 62+890.";"70000.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-02-23";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000193155";"01907990012";"CITTA' METROPOLITANA DI TORINO";"SEZIONE REGIONALE PIEMONTE";"BB17E332-12CC-4C25-8C9E-58B80AAA104C";"SERVIZIO ESERCIZIO VIABILITA'";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0004850258";"";"7729";"MAERIALI DI CONSUMO";"32200.0";;"MATERIALI DI CONSUMO PER STAMPANTI";"32200.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-14";"2007-02-15";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000160214";"00399810589";"ISTITUTO POLIGRAFICO E ZECCA DELLO STATO SPA";"SEZIONE REGIONALE CENTRALE";"C97C211F-C6DB-4CFB-8D6F-54AA097F0580";"ACQUISTI";"2007";"2";"22000000-0";"STAMPATI E ARTICOLI PER LA STAMPA DI VARIO TIPO.";"1"
"0002137381";"";"2777";"APPALTO DEL SERVIZIO SOSTITUTIVO DI MENSA MEDIANTE BUONI PASTO PER IL PERSONALE DIPENDENTE DELLA C.M.V. DI SONDRIO";"76500.0";;"APPALTO DEL SERVIZIO SOSTITUTIVO DI MENSA MEDIANTE BUONI PASTO PER IL PERSONALE DIPENDENTE DELLA C.M.V. DI SONDRIO";"76500.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-23";"2007-03-07";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000247904";"93001950141";"COMUNITA  MONTANA VALTELLINA DI SONDRIO";"SEZIONE REGIONALE LOMBARDIA";"3794";"UFFICIO TECNICO";"2007";"2";"55000000-0";"SERVIZI ALBERGHIERI E DI RISTORAZIONE.";"1"
"00016154BC";"";"1456";"COSTRUZIONE PARCHEGGIO DI SCAMBIO";"260505.0";;"PARCHEGGIO DI SCAMBIO";"260505.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-14";"2007-03-12";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000206434";"02927790580";"COMUNE DI MARINO";"SEZIONE REGIONALE LAZIO";"BC65D098-3830-4D46-8967-722341D83128";"UFFICIO LAVORI PUBBLICI";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0001790526";"";"1946";"LAVORI DI MANUTENZIONE STRAORDINARIA DELLA EX SS 428 VILLAMAINA - TRATTO: DALLA EX SS 303 ALLA SS 7 - COD. 10/06";"81000.0";;"LAVORI DI MANUTENZIONE STRAORDINARIA DELLA EX SS 428 VILLAMAINA - TRATTO: DALLA EX SS 303 ALLA SS 7 - COD. 10/06";"81000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-09";"2007-03-08";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000234431";"80000190647";"AMMINISTRAZIONE PROVINCIALE AVELLINO";"SEZIONE REGIONALE CAMPANIA";"EFC160F8-7F2A-49BE-9537-D50B616C9DBD";"SETTORE LAVORI PUBBLICI";"2007";"2";"50000000-5";"SERVIZI DI RIPARAZIONE, MANUTENZIONE E INSTALLAZIONE.";"1"
"002257664C";"";"33700";"SERVIZIO RISTORAZIONE";"394560.0";;"SERVIZIO RISTORAZIONE";"394560.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-23";"2007-05-22";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000235221";"80001350745";"COMANDO PROVINCIALE VIGILI DEL FUOCO DI BRINDISI";"SEZIONE REGIONALE CENTRALE";"142A8057-918C-40BA-80E9-4629A8F8A64C";"MINISTERO INTERNO";"2007";"2";"55000000-0";"SERVIZI ALBERGHIERI E DI RISTORAZIONE.";"1"
"0005117EAA";"";"8210";"RIVESTIMENTO MURO E PAVIMENTAZIONE VIABILITÀ DI COLLEGAMENTO TRA I PARCHI DI VILLA S.M. ASSUNTA E DEL SORBETTO";"46500.0";;"RIVESTIMENTO MURO E PAVIMENTAZIONE VIABILITÀ DI COLLEGAMENTO TRA I PARCHI DI VILLA S.M. ASSUNTA E DEL SORBETTO";"46500.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-20";"2007-03-07";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000154431";"00118800499";"COMUNE DI ROSIGNANO MARITTIMO";"SEZIONE REGIONALE TOSCANA";"2444EB92-381F-4B03-8E02-6E8F3EABD11A";"UFFICIO TECNICO LL.PP.";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"00074579B3";"";"11708";"CONVENZIONE PER IL SERVIZIO DI PULIZIA PRESSO ALCUNE AREE VERDI DELLA TERRAFERMA DEL COMUNE DI VENEZIA ED ALTRE AREE PRESSO IL COMUNE DI MARCON E QUARTO D'ALTINO. ANNO 2007.";"80600.0";;"CONVENZIONE PER IL SERVIZIO DI PULIZIA PRESSO ALCUNE AREE VERDI DELLA TERRAFERMA DEL COMUNE DI VENEZIA ED ALTRE AREE PRESSO IL COMUNE DI MARCON E QUARTO D'ALTINO. ANNO 2007.";"80600.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-23";"2007-02-24";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000218146";"03341820276";"VENEZIANA ENERGIA RISORSE IDRICHE TERRITORIO AMBIENTE SERVIZI SPA";"SEZIONE REGIONALE VENETO";"360B975D-0458-4CDF-8A3E-D28C4C845D17";"APPROVVIGIONAMENTI BENI E SERVIZI";"2007";"2";"93000000-8";"SERVIZI VARI.";"1"
"0003372EA5";"";"5401";"SERVIZIO DI PRELIEVO, TRASPORTO E SMALTIMENTO MISCELA DI OLI E GRASSI CER 190810* PRODOTTA DALL'IMPIANTO DI DEPURAZIONE DI SAN ROCCO - MONZA.";"100000.0";;"SERVIZIO DI PRELIEVO, TRASPORTO E SMALTIMENTO MISCELA DI OLI E GRASSI CER 190810* PRODOTTA DALL'IMPIANTO DI DEPURAZIONE DI SAN ROCCO - MONZA PER 1 ANNO OLTRE EVENTUALE PERIODO OPZIONALE DI PARI DURATA. L'IMPORTO INDICATO È RELATIVO AL SERVIZIO PER 1 ANNO+EVENTUALE PERIODO OPZIONALE DI PROROGA PER L'ANNO SUCCESSIVO.";"100000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-12";"2007-02-23";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000224562";"05039350961";"ALSI EROGAZIONE S.R.L.";"SEZIONE REGIONALE LOMBARDIA";"B5310D56-9820-4E73-BF1F-60AF4A0A080D";"UFFICIO ACQUISTI";"2007";"2";"90000000-7";"SERVIZI DI SMALTIMENTO DI RIFIUTI E ACQUE REFLUE, SERVIZI DI IGIENIZZAZIONE E SERVIZI AMBIENTALI.";"1"
"0001206338";"";"525";"RISTRUTTURAZIONE SECONDO PIANO SEDE MUNICIPALE";"112000.0";;"RISTRUTTURAZIONE SECONDO PIANO SEDE MUNICIPALE";"112000.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-05";"2007-03-05";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000159208";"00427670344";"COMUNE DI ROCCABIANCA";"SEZIONE REGIONALE EMILIA ROMAGNA";"A283E61F-C551-41B5-8886-EF9A3CD7DB49";"UFFICIO TECNICO";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0006475F52";"";"10447";"MANUTENZIONE PER L'ANNO 2007 DELLE AREE A VERDE PROVINCIALE PRESSO GLI EDIFICI SCOLASTICI DELLA ZONA 6 SITI NEI COMUNI DI IDRO, VOBARNO E SALO'.";"30000.0";;"MANUTENZIONE PER L'ANNO 2007 DELLE AREE A VERDE PROVINCIALE PRESSO GLI EDIFICI SCOLASTICI DELLA ZONA 6 SITI NEI COMUNI DI IDRO, VOBARNO E SALO'.";"30000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-20";"2007-02-21";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000242074";"80008750178";"PROVINCIA DI BRESCIA";"SEZIONE REGIONALE LOMBARDIA";"3967";"UFFICIO TECNICO";"2007";"2";"50000000-5";"SERVIZI DI RIPARAZIONE, MANUTENZIONE E INSTALLAZIONE.";"1"
"0004889287";"";"7814";"OPERE PER LA REALIZZAZIONE DI UN VILLAGGIO DI ACCOGLIENZA PER NOMADI DI ETNIA SINTI- REALIZZAZIONE UNITA' ABITATIVE PREFABBRICATE.- CUP 18H06000000002.";"780000.0";;"OPERE PER LA REALIZZAZIONE DI UN VILLAGGIO DI ACCOGLIENZA PER NOMADI DI ETNIA SINTI- REALIZZAZIONE UNITA' ABITATIVE PREFABBRICATE.- CUP 18H06000000002.";"780000.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-28";"2007-04-19";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000167973";"00761890177";"COMUNE DI BRESCIA";"SEZIONE REGIONALE LOMBARDIA";"83AE0806-E50D-44AD-9BDF-B462CE0AFE0F";"AREA SERVIZI TECNICI";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0008748313";"";"13550";"MORSETTI IN BR./ALL.";"3000000.0";;"MORSETTI IN BR./ALL.";"3000000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-28";"2007-03-22";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000187365";"01585570581";"RETE FERROVIARIA ITALIANA - SOCIETA  PER AZIONI";"SEZIONE REGIONALE CENTRALE";"E1B01677-F086-40DE-9AFA-8A84EBA00F80";"DIREZIONE ACQUISTI";"2007";"2";"27000000-5";"METALLI DI BASE E PRODOTTI CONNESSI.";"1"
"0003022DD1";"";"4663";"SERVIZIO DI GESTIONE E MANUTENZIONE ORDINARIA E STRAORDINARIA IMPIANTI DI ILLUMINAZIONE PUBBLICA DI TUTTO IL TERRITORIO COMUNALE, DEGLI IMPIANTI ELETTRICI DEGLI EDIFICI COMUNALI E DI ALTRI IMPIANTI COMUNALI";"48000.0";;"SERVIZIO DI GESTIONE E MANUTENZIONE ORDINARIA E STRAORDINARIA IMPIANTI DI ILLUMINAZIONE PUBBLICA DI TUTTO IL TERRITORIO COMUNALE, DEGLI IMPIANTI ELETTRICI DEGLI EDIFICI COMUNALI E DI ALTRI IMPIANTI COMUNALI";"48000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-07";"2007-02-26";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000240460";"81003190923";"'COMUNE DI SANTADI'";"SEZIONE REGIONALE SARDEGNA";"2838";"UFFICIO TECNICO COMUNALE";"2007";"2";"65000000-3";"SERVIZI PUBBLICI.";"1"
"0003699C7F";"";"5902";"UFFICIO POSTALE LATINA 6";"154106.0";;"LAVORI LAYOUT";"154106.13";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-15";"2007-03-29";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000246935";"97103880585";"POSTE ITALIANE SPA";"SEZIONE REGIONALE CENTRALE";"8A9FE11A-8248-4801-8757-AB18C7D58364";"PURCHASING - NUCLEO ACQUISTI TERRITORIALI CENTRO SEDE ROMA - GARE";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0007323B1E";"";"11501";"LAVORI DI ADEGUAMENTO FUNZIONALE DI ROTATORIE E AREE DI SOSTA NEL COMUNE DI PRATO.-";"83249.0";;"ADEGUAMENTO ROTATORIE E AREE DI SOSTA";"83249.13";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-23";"2007-03-13";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000168838";"00516350972";"A.S.M. - AMBIENTE/SERVIZI/MOBILITA  S.P.A.";"SEZIONE REGIONALE TOSCANA";"592";"UFFICIO TECNICO";"2007";"2";"50000000-5";"SERVIZI DI RIPARAZIONE, MANUTENZIONE E INSTALLAZIONE.";"1"
"0005268B47";"";"8484";"SERVIZIO PULIZIA IMMOBILI COMUNALI";"80000.0";;"SERVIZIO PULIZIA IMMOBILI COMUNALI";"80000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-07";"2007-02-24";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000169181";"00688600139";"COMUNE DI LUISAGO";"SEZIONE REGIONALE LOMBARDIA";"2D113D77-C37C-44D7-817E-8894BBBEE54A";"UFFICIO AMMINISTRATIVO";"2007";"2";"93000000-8";"SERVIZI VARI.";"1"
"0005709735";"";"9218";"ADEGUAMENTO SISTEMA VENTILAZIONE LOCALI ACCUMULATORI  IMPIANTI NUCLEO IDROELETTRICO PRESENZANO CE";"76100.0";;"ADEGUAMENTO SISTEMA VENTILAZIONE LOCALI ACCUMULATORI  IMPIANTI NUCLEO IDROELETTRICO PRESENZANO CE";"76100.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-20";"2007-03-09";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000222818";"05617841001";"ENEL PRODUZIONE SPA";"SEZIONE REGIONALE CENTRALE";"1F7CE71B-F6DF-4881-83BE-81801000E238";"CAA-APG OEM POLO TERMOIDROSUD-UFFICIO DI NAPOLI";"2007";"2";"50000000-5";"SERVIZI DI RIPARAZIONE, MANUTENZIONE E INSTALLAZIONE.";"1"
"0006450AB2";"";"10408";"RDO 2007DC0011 RICAMBI VALVOLE INTERCETTO/BILANCIAMENTO LINEA RHF  CTE CASSANO D'ADDA";"50383.0";;"RDO 2007DC0011 RICAMBI VALVOLE INTERCETTO/BILANCIAMENTO LINEA RHF  CTE CASSANO D'ADDA";"50383.0";"FORNITURE";"ATTIVO";"SETTORI SPECIALI";"";"";"2007-02-21";"2007-03-05";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000235467";"11957540153";"A2A S.P.A.";"SEZIONE REGIONALE LOMBARDIA";"83310D0A-C7D7-48B6-957B-C4393B6047DF";"APPROVVIGIONAMENTI DI GRUPPO";"2007";"2";"29000000-9";"MACCHINARI, APPARECCHIATURE, APPARECCHI, APPARATI E RELATIVI PRODOTTI.";"1"
"000712146E";"";"11223";"TRASMISSIONE DELLE SEDUTE CONSILIARI IN DIRETTA RADIOFONICA";"33000.0";;"TRASMISSIONE DELLE SEDUTE CONSILIARI IN DIRETTA RADIOFONICA";"33000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-02-23";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000241297";"82002490264";"COMUNE DI CONEGLIANO";"SEZIONE REGIONALE VENETO";"A6A2BD56-5909-487E-9F40-82FA07738F3F";"SERVIZIO AFFARI GENERALI";"2007";"2";"72000000-5";"SERVIZI INFORMATICI ED AFFINI.";"1"
"000753493E";"";"11818";"ISOLATORI DI SEZIONE";"400000.0";;"ISOLATORI DI SEZIONE";"400000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-14";"2007-03-01";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000187365";"01585570581";"RETE FERROVIARIA ITALIANA - SOCIETA  PER AZIONI";"SEZIONE REGIONALE CENTRALE";"E1B01677-F086-40DE-9AFA-8A84EBA00F80";"DIREZIONE ACQUISTI";"2007";"2";"26000000-8";"PRODOTTI MINERALI NON METALLICI.";"1"
"000801455B";"";"12540";"RIFACIMENTO DEGLI IMPIANTI DI ILLUMINAZIONE PUBBLICA  IN ALCUNE VIE DEL CENTRO ABITATO";"203215.0";;"UNICO";"203215.17";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-27";"2007-03-26";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000165514";"00470350372";"COMUNE DI PIEVE DI CENTO";"SEZIONE REGIONALE EMILIA ROMAGNA";"2386";"UFFICIO TECNICO COMUNALE";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"00042177F8";"";"6741";"MESSA IN SICUREZZA CON MANUTENZIONE PROGRAMMATA DELLA VIABILITÀ - BITUMATURE ANTISKIS - FINANZIAMENTO 2006";"81300.0";"1";"ANTISKID 2006";"81300.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-27";"2007-03-23";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000159714";"00400130308";"AMMINISTRAZIONE PROVINCIALE DI UDINE";"SEZIONE REGIONALE FRIULI VENEZIA GIULIA";"38D3DCE5-A3F0-48AD-8C1B-B29FB5DD314A";"VIABILITA' - UOC BASSO FRIULI";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"000316215D";"";"4930";"MIGLIORAMENTO SISMICO E MESSA IN SICUREZZA DELL'ORGANISMO EDILIZIO SITO IN PIAZZA NINO PRESTIA ED ADIBITO A SCUOLA ELEMENTARE";"540285.0";;"MIGLIORAMENTO SISMICO E MESSA IN SICUREZZA DELL'ORGANISMO EDILIZIO SITO IN PIAZZA NINO PRESTIA ED ADIBITO A SCUOLA ELEMENTARE";"540285.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-16";"2007-03-05";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000158532";"00394310833";"COMUNE DI ALI TERME";"SEZIONE REGIONALE SICILIA";"8876BEC7-A342-46A5-A32C-28C34BD9E9D0";"UFFICIO TECNICO";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"00071425C2";"";"11248";"SCORTE MAGAZZINO GENNAIO";"22080.0";;"SCORTE MAGAZZINO";"22080.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-02-23";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000175678";"00971870258";"BIM GESTIONE SERVIZI PUBBLICI S.P.A.";"SEZIONE REGIONALE VENETO";"E721EE21-C2D5-4FA1-B1FD-4FE3CB23B7B2";"UFFICIO ACQUISTI";"2007";"2";"27000000-5";"METALLI DI BASE E PRODOTTI CONNESSI.";"1"
"000563387D";"";"9084";"PROCEDURA PER L'AFFIDAMENTO DEL CONTRATTO DI SOMMINISTRAZIONE LAVORO A TEMPO DETERMINATO";"150000.0";;"SOMMINISTRAZIONE LAVORO";"150000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-19";"2007-02-28";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000244554";"91005610158";"CONSORZIO DESIO-BRIANZA";"SEZIONE REGIONALE LOMBARDIA";"99A6D41F-94FF-4BBC-9435-E47FF88FBADF";"SERVIZI AMMINISTRATIVI E FINANZIARI";"2007";"2";"93000000-8";"SERVIZI VARI.";"1"
"000190433A";"";"2200";"SERVIZIO DI PULIZIA DEI LOCALI ADIBITI A CASERME ED UFFICI DELL'ARMA DEI CARABINIERI DI BOLOGNA E PROVINCIA";"3721757.0";;"SERVIZIO DI PULIZIA DEI LOCALI ADIBITI A CASERME ED UFFICI DELL'ARMA DEI CARABINIERI DI BOLOGNA E PROVINCIA";"3721757.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-19";"2007-05-31";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000238049";"80202230589";"MINISTERO INTERNO DIPARTIMENTO DELLA P.S.";"SEZIONE REGIONALE CENTRALE";"A4F194A5-73C6-4D8B-96AB-A216F6E46C2C";"PREFETTURA-U.T.G. DI BOLOGNA";"2007";"2";"74000000-9";"SERVIZI ARCHITETTONICI, DI INGEGNERIA, EDILI, GIURIDICI, CONTABILI E ALTRI SERVIZI PROFESSIONALI.";"1"
"0005710808";"";"9217";"SERVIZIO DI PULIZIA DEI FABBRICATI E DELLE AREE DELLE AZIENDE DEL GRUPPO IRIDE";"320409.0";;"PULIZIA LOTTO 2 (GAVETTE ECC.)";"154101.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-15";"2007-03-06";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000182638";"01571510997";"IREN ACQUA GAS S.P.A.";"SEZIONE REGIONALE LIGURIA";"989E2452-5E68-46FC-8BF6-7A28B9229494";"UFFICIO APPROVVIGIONAMENTI";"2007";"2";"93000000-8";"SERVIZI VARI.";"1"
"0005718EA0";"";"9232";"SERVIZIO DI NOLEGGIO E LAVAGGIO BIANCHERIA PIANA. PERIODO 01/04.2007 - 31/03.2009.";"200000.0";;"SERVIZIO DI NOLEGGIO E LAVAGGIO BIANCHERIA PIANA. PERIODO 01/04.2007 - 31/03.2009.";"200000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-19";"2007-03-08";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000159644";"00358720225";"A.P.S.P. S.SPIRITO - FONDAZIONE MONTEL";"SEZIONE REGIONALE PROVINCIA AUTONOMA DI TRENTO";"103F211E-CC74-4066-8CA6-28F351AD864C";"UFFICIO ECONOMATO";"2007";"2";"93000000-8";"SERVIZI VARI.";"1"
"0004647AD0";"";"7429";"MANUTENZIONE POMPE WORTHINGTON - CTE CASSANO D'ADDA";"160000.0";;"MANUTENZIONE POMPE WORTHINGTON - CTE CASSANO D'ADDA";"160000.0";"SERVIZI";"ATTIVO";"SETTORI SPECIALI";"";"";"2007-02-12";"2007-03-05";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000235467";"11957540153";"A2A S.P.A.";"SEZIONE REGIONALE LOMBARDIA";"83310D0A-C7D7-48B6-957B-C4393B6047DF";"APPROVVIGIONAMENTI DI GRUPPO";"2007";"2";"50000000-5";"SERVIZI DI RIPARAZIONE, MANUTENZIONE E INSTALLAZIONE.";"1"
"00037159B4";"";"5916";"RAMPE, RUBINETTI E LINEE DI PROLUNGAMENTO";"79600.0";;"DISPOSITIVI PER ASPIRAZIONE ED INIEZIONE DA FLACONE MULTIDOSE";"26700.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-26";"2007-04-13";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000233566";"06815430019";"AZIENDA OSPEDALIERA O.I.R.M. - SANT'ANNA";"SEZIONE REGIONALE PIEMONTE";"6A8ECADA-DCF8-4403-B1B3-EF2B3ACFE2EC";"S.C. PROVVEDITORATO";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"3050606FB1";"";"3076969";"P.I. FORNITURA FILI DI SUTURA STERILI SIA NATURALI CHE SINTECICI EX AS  N. 6 LAMEZIA TERME";"906600.0";"47";"LOTTO 44 - RETE IN SINTETICO ASSORBIBILE";"2400.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-08";"2007-04-23";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000205803";"02865540799";"AZIENDA SANITARIA PROVINCIALE DI CATANZARO";"SEZIONE REGIONALE CALABRIA";"1F71778D-3EF0-4CBB-AC74-5F3F76A7BA9B";"ACQUISIZIONE BENI E SERVIZI";"2007";"2";"33141125-2";"MATERIALE PER SUTURE CHIRURGICHE.";"1"
"246890198C";"";"2542957";"FORNITURA QUNQUENNALE DI REAGENTI CON COMODATO DI SISTEMI MACCHINA PER LABORATORIO ANALISI";"12492702";"58";"TOSSICOLOGIA";"357050.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-04-04";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000219006";"04733491007";"AZIENDA SANITARIA LOCALE ROMA D";"SEZIONE REGIONALE LAZIO";"3EA9F008-C088-4A93-9076-B6FD938DF08F";"U.O.C. ACQUISIZIONE BENI E SERVIZI";"2007";"2";"";"";
